11 500 734,176,205,243,33,1448,1337,1448,1448,1448,1448,28,1448,1448,1448,1448,1448,247,1448,1448,1448,1448,712,1448,738,33,838,856,205,367,345,33,1448,400,1448,1448,1261,1448,1448,1448,1172,1448,1448,1448,1448,280,1448,570,33,807,854,1448,149,1448,869,670,33,1101,1448,1173,1448,1448,1448,592,1448,1448,1448,37,1448,96,33,744,840,1448,209,1448,574,666,33,983,1448,1058,1448,1448,1448,121,1448,1448,1345,1181,33,722,969,1448,578,1448,826,595,33,1006,1448,1339,1448,1448,1433,1448,1448,1448,197,1117,33,676,1006,1448,573,1448,829,659,33,1448,59,1448,1448,524,1448,1448,1448,712,1448,1448,1448,659,1448,53,33,622,1448,28,1448,659,1448,920,801,33,1448,297,1448,1448,526,1448,1448,1448,305,1448,1448,1448,408,1448,89,33,995,945,1448,208,1448,918,884,33,1448,489,1448,1448,160,1448,1448,1163,1448,1448,889,1448,155,33,963,1148,1448,323,1448,470,881,33,1448,293,1448,1448,455,1448,1448,796,1448,1448,605,1392,33,766,1098,1448,193,1448,588,721,33,1448,356,1448,1448,617,1448,1448,1448,92,1448,1448,1423,1440,33,791,1248,1448,358,1448,566,710,33,1363,1448,1448,224,1448,1448,1448,43,1448,1448,1448,407,1389,33,609,1049,1448,353,1448,973,726,33,1212,1448,1239,1448,1448,1189,1448,1448,1448,660,1424,33,683,873,1448,103,1448,911,643,33,1448,1405,1448,1448,1448,1448,1448,421,1448,1448,1448,1448,865,1448,1448,1448,1448,1448,1448,356,1448,1448,1318,33,758,1395,1448,775,1448,1448,98,893,33,757,1153,1237,1448,247,925,33,204,188,278,502,204,33,675,1361,1382,1448,385,1065,33,287,383,390,700,367,33,720,1379,1401,1448,648,1330,33,314,236,267,421,359,33,722,1348,1284,1448,468,1088,33,214,183,180,245,200,33,693,1202,1105,1448,283,856,33,162,200,286,256,196,33,650,941,1014,1448,179,950,33,197,223,171,165,113,33,680,1213,1293,1448,361,1156,33,248,207,231,312,231,33,727,1392,1175,1448,428,1059,33,151,231,250,260,176,33,719,1361,1300,1448,599,1290,33,248,203,295,359,408,33,1448,198,1448,1448,679,1448,1448,801,1448,1448,1448,1448,1213,1448,1448,223,33,294,370,584,1229,763,33,620,1300,1335,1448,1448,404,1448,360,33,190,315,410,731,654,33,502,1026,1204,1448,1304,1448,141,33,123,301,399,692,618,33,478,1059,1377,1448,1448,22,1448,191,33,161,314,528,816,494,33,640,963,1447,1448,1448,222,1448,551,
12 500 33,276,372,545,1156,854,33,677,1177,1448,713,1448,1448,767,1448,824,33,250,376,825,1078,838,33,714,1442,1448,424,1448,1448,159,1448,252,33,317,417,720,915,593,33,690,1331,1448,264,1448,1435,1448,60,33,297,328,513,744,493,33,560,974,1447,1448,1289,1448,118,33,131,204,411,641,512,33,678,852,1244,1448,1128,1448,197,33,195,179,351,639,563,33,724,1108,1448,14,1448,1178,1332,33,269,262,418,527,301,33,211,665,782,1068,653,33,1448,389,1448,1448,1110,1448,1448,1412,1448,1448,1448,1448,1448,493,1448,1448,674,33,316,1065,1448,183,1448,1071,1448,111,33,165,327,515,718,615,33,341,1124,1448,242,1448,876,1353,33,134,317,540,695,451,33,512,1199,1448,300,1448,1283,1448,302,33,210,393,570,732,710,33,502,1234,1448,258,1448,1448,64,1448,382,33,167,380,558,746,676,33,1448,125,1448,1448,1015,1448,1448,1448,1061,1448,1448,1448,858,1448,1005,33,159,411,785,984,719,33,865,1448,829,1448,1272,1448,1023,1448,57,33,152,641,781,748,637,33,760,1448,631,1448,1085,1448,1428,1286,33,182,540,815,990,641,33,822,1448,606,1448,1226,1448,1448,142,1341,33,193,502,669,1002,642,33,733,1448,492,1448,1355,1448,1448,61,1057,33,184,501,984,1012,385,33,916,1448,522,1448,1448,137,1448,1443,871,33,201,510,1028,998,276,33,825,1448,527,1448,1448,622,1448,1063,935,33,204,449,1162,869,259,33,689,1448,550,1448,1448,915,1448,542,742,33,162,452,1252,606,184,33,754,1448,1348,1448,1448,1229,1448,508,948,33,197,864,1448,547,566,328,33,1210,1448,1448,643,1448,1448,830,1448,727,981,33,243,1448,469,1448,54,541,369,33,1140,1448,1448,87,1448,1448,522,1448,447,798,33,895,1448,117,1223,528,318,33,1380,1448,1448,165,1448,1448,545,1448,176,757,33,579,1235,1277,407,231,33,951,1448,1448,144,1448,1448,504,1448,142,875,33,515,1406,1337,413,280,33,596,1448,1338,1448,1448,371,1448,377,823,33,137,1177,1051,447,234,33,1115,1448,1448,1448,699,1448,1448,1448,1101,1448,1448,1448,1448,1448,1448,285,1448,1448,1028,33,199,1216,1448,65,601,297,33,262,683,741,1448,533,1187,33,102,183,171,507,382,33,394,1088,1116,1448,1140,1448,197,33,101,167,146,521,396,33,231,577,539,1448,116,891,33,120,267,193,625,431,33,309,617,754,1448,316,1038,33,130,172,151,539,373,33,304,857,943,
13 500 1448,654,1339,33,108,175,163,568,411,33,302,719,1043,1448,537,1331,33,94,172,228,469,361,33,386,730,1147,1448,589,1393,33,118,166,223,500,492,33,378,783,975,1448,436,1376,33,105,140,163,328,355,33,309,646,906,1448,124,1123,33,104,199,243,392,327,33,254,621,833,1402,777,33,75,104,167,221,159,33,284,684,890,1448,277,1010,33,71,145,161,391,226,33,1448,753,1448,1448,1448,1448,709,1448,1448,1448,1448,1448,88,1448,1448,1448,1448,1448,651,1448,1448,140,33,191,251,263,693,562,33,1448,224,1448,712,1448,1448,660,1448,1448,936,1448,778,33,800,522,589,918,1033,33,1448,27,1448,390,1448,402,1448,1168,1448,267,33,586,569,612,994,956,33,1448,24,1448,410,1448,573,1448,1445,1448,443,33,554,559,595,977,966,33,1448,64,1448,848,1448,1333,1448,1448,688,1448,609,33,512,496,571,1162,1061,33,1448,47,1448,840,1448,1413,1448,1448,904,1448,572,33,539,517,557,1166,1045,33,1448,109,1448,1217,1448,1448,750,1448,1448,1412,1448,888,33,553,504,646,1237,1195,33,1333,1448,873,1448,1448,267,1448,1448,636,1448,613,33,453,566,648,1200,1003,33,1341,1448,741,1448,1448,143,1448,1448,715,1448,550,33,396,472,601,1191,886,33,1204,1448,819,1448,1448,758,1448,1448,1336,1448,823,33,390,467,610,1357,962,33,1115,1448,633,1448,1448,591,1448,1448,1232,1448,730,33,372,459,683,1448,20,994,33,901,1448,586,1448,1448,133,1448,1448,723,1448,637,33,304,453,613,1333,932,33,674,1448,503,1448,1448,497,1448,1448,1066,1448,592,33,280,445,651,1423,852,33,624,1448,403,1448,1335,1448,1448,496,1448,195,33,238,503,668,1312,852,33,585,1448,544,1448,1448,127,1448,1448,898,1448,385,33,222,445,631,1333,780,33,576,1448,579,1448,1448,632,1448,1448,1448,349,1448,538,33,188,475,670,1375,794,33,393,1448,493,1448,1448,158,1448,1448,816,1448,251,33,124,486,644,1266,473,33,320,1448,335,1448,1369,1448,1448,799,1448,24,33,123,393,501,1198,442,33,1448,902,1448,1448,1305,1448,1448,1280,1448,1448,1448,147,1336,33,1062,1269,892,1070,640,33,1448,422,1448,1059,1310,1448,1007,974,33,873,797,648,956,463,33,1448,687,1448,1031,1263,1448,1434,1038,33,902,656,401,697,460,33,1448,941,1448,1134,1343,1448,1448,290,1448,82,33,831,617,437,893,633,33,1448,1081,1448,1284,1384,1448,1432,1448,557,33,849,
14 500 562,449,877,881,33,1448,774,1448,1180,1373,1448,901,1448,787,33,882,579,481,745,923,33,1448,670,1448,1203,1448,82,1448,685,1448,140,33,750,681,523,739,852,33,1448,538,1448,1139,1448,102,1448,579,1403,33,748,701,471,756,643,33,1448,474,1448,1079,1434,1448,498,1393,33,638,637,405,441,560,33,1448,368,1448,1010,1448,160,1448,472,1240,33,509,610,492,485,473,33,1448,169,1448,458,1448,229,1448,341,943,33,572,561,558,515,446,33,1448,176,1448,567,1448,283,1448,415,1117,33,513,618,581,507,363,33,1448,229,1448,870,1448,843,1448,1080,1166,33,571,716,715,700,465,33,1399,1448,479,1448,672,1448,963,1043,33,418,653,664,704,297,33,1149,1448,107,1448,444,1448,746,896,33,306,509,591,652,280,33,944,1129,1448,135,1448,476,881,33,236,427,472,537,223,33,1202,1448,296,1448,838,1448,1025,1321,33,327,398,520,524,348,33,1199,1448,414,1448,520,1448,942,1381,33,388,599,728,704,397,33,892,1409,1448,596,1448,642,1153,33,286,599,662,706,358,33,637,1001,1244,1448,199,842,33,218,606,643,680,364,33,630,1012,1448,21,1448,291,930,33,183,384,501,433,258,33,694,1080,1448,194,1448,145,906,33,236,414,622,494,293,33,516,1448,1138,1448,1448,1448,1448,1448,326,1448,1448,1448,1448,65,1448,951,33,224,434,733,629,399,33,267,1448,202,1448,1448,1448,927,1448,1448,572,1448,432,33,115,855,1448,1132,1448,342,894,33,309,1440,1448,1448,1448,1376,1448,1448,777,1448,540,33,210,775,1448,1231,1448,392,1066,33,325,1132,1448,1448,1448,1406,1448,1448,945,1448,340,33,172,572,1448,1448,25,1448,291,1011,33,180,566,1448,1448,671,1448,464,1411,33,684,1448,723,1448,1448,1448,1448,1448,1448,74,1448,1448,1448,1448,193,1448,1448,137,33,290,998,1448,1448,1448,621,1448,1448,450,1448,712,33,175,358,1448,1040,1448,397,1029,33,297,955,1448,1448,1448,1017,1448,1448,741,1448,106,33,127,414,1448,1090,1448,463,875,33,215,826,1448,1448,1448,650,1448,1448,834,1417,33,136,212,1448,650,1448,347,595,33,218,709,1448,1448,1448,1275,1448,1448,1008,1338,33,116,185,1448,944,1448,285,586,33,185,814,1448,1448,1448,1427,1448,1448,1281,1446,33,91,244,1448,1219,1448,326,589,33,187,733,1448,1448,1448,1448,115,1448,1448,1265,1437,33,84,230,1448,1442,1448,442,784,33,242,711,1448,1448,1448,1448,229,1448,
15 500 1448,1448,354,1206,33,116,239,1448,1448,114,1448,699,573,33,330,864,1448,1448,1448,1448,227,1448,1448,1448,547,1291,33,136,234,1448,1448,101,1448,669,598,33,274,833,1448,1448,1448,1448,521,1448,1448,1448,996,1204,33,134,288,1448,1448,90,1448,739,436,33,234,797,1448,1448,1448,1324,1448,1448,1448,617,1249,33,118,286,1448,1300,1448,690,492,33,286,1009,1448,1448,1448,1448,107,1448,1448,1448,507,1151,33,115,261,1448,1405,1448,656,429,33,348,1079,1448,1448,1448,1448,652,1448,1448,1448,637,961,33,152,259,1448,1448,310,1448,671,410,33,327,834,1448,1448,1448,1448,562,1448,1448,1448,689,1202,33,118,226,1448,1448,444,1448,592,413,33,190,625,1448,1448,1448,1448,187,1448,1448,967,801,33,64,143,1448,1448,356,1448,216,269,33,159,548,1448,1448,1448,1426,1448,1448,1007,739,33,52,185,1448,1396,1448,127,223,33,157,658,1448,1448,1448,1147,1448,1448,1031,863,33,53,173,1448,1275,1448,201,287,33,1448,1448,327,1448,1448,1448,1448,1448,125,1448,1448,1448,1448,1448,207,1448,1448,1448,1186,1417,33,129,237,1448,1448,462,1448,497,416,33,692,1347,1448,217,963,250,33,220,355,602,216,70,33,547,1024,1219,699,173,33,149,461,658,197,49,33,655,1199,1448,150,885,229,33,136,231,301,115,48,33,933,1448,291,1448,517,1191,306,33,175,318,486,188,79,33,908,1448,77,1448,363,992,306,33,184,260,334,137,54,33,767,1448,105,1448,346,899,287,33,154,234,307,139,52,33,905,1448,229,1448,1119,1256,240,33,304,412,589,433,105,33,958,1422,1448,750,1270,275,33,258,486,909,424,67,33,861,1212,1448,45,1014,235,33,156,303,548,314,51,33,488,1271,1448,116,760,187,33,167,323,511,229,47,33,649,1302,1448,362,990,245,33,166,363,424,212,59,33,1448,1448,1448,618,1448,1448,1448,1448,1448,1448,1448,1448,228,1448,1448,1448,1448,1448,1078,1448,1448,1448,1448,1039,1448,1448,244,33,285,473,594,262,49,33,1448,155,1448,1378,1448,1448,213,1448,1357,1371,33,423,457,850,968,455,33,1198,1448,1016,1448,1401,1448,1279,1315,33,309,563,960,933,445,33,1108,1448,1203,1448,1448,131,1448,1448,213,1296,33,277,614,1017,1110,391,33,1430,1448,1165,1448,1395,1448,1448,210,1312,33,411,661,982,896,308,33,1340,1448,931,1448,1182,1448,1234,1242,33,416,663,844,914,375,33,1052,1448,1299,1448,1247,1448,1216,1307,
16 500 33,178,659,745,827,405,33,1445,1448,749,1448,934,1448,1187,1448,81,33,190,474,771,893,511,33,1448,119,1448,401,1448,781,1448,1448,110,1448,344,33,765,440,766,1042,649,33,1448,117,1448,1220,1448,1069,1448,1448,309,1448,332,33,228,528,626,860,443,33,1356,1448,1091,1448,965,1448,1291,1379,33,384,514,668,816,467,33,694,1448,562,1448,707,1448,1278,1415,33,380,580,751,789,511,33,1145,1448,587,1448,652,1448,1200,1448,201,33,303,532,677,1068,668,33,992,1448,687,1448,698,1448,1216,1448,126,33,253,524,657,1033,659,33,929,1448,461,1448,659,1448,1161,1380,33,261,512,660,948,453,33,1084,1448,855,1448,834,1448,1211,1448,213,33,278,500,730,1063,578,33,478,1448,1118,1448,1448,1448,1448,1448,150,1448,1448,1448,1448,236,1448,1448,302,33,351,1211,1448,1218,1448,331,1364,33,344,1448,798,1448,1448,1448,432,1448,1448,1233,1448,1116,33,114,757,1448,359,1299,1104,33,344,1448,921,1448,1448,1241,1448,1448,502,1448,844,33,122,835,1448,81,1223,1006,33,314,1448,759,1448,1448,1350,1448,1448,362,1448,812,33,91,687,1448,230,1193,951,33,311,1448,719,1448,1448,1101,1448,1448,740,1448,794,33,77,716,1448,130,1369,979,33,245,1448,648,1448,1448,878,1448,1448,752,1448,793,33,80,871,1357,1357,999,33,307,1448,503,1448,1448,711,1448,1448,685,1448,956,33,73,752,1398,1440,1048,33,261,1448,430,1448,1448,611,1448,1448,809,1448,1086,33,71,731,1301,1448,93,1052,33,225,1448,107,1448,1448,79,1448,1448,412,1448,829,33,67,813,1229,1448,54,1165,33,298,1448,117,1448,1448,134,1448,1448,280,1448,783,33,94,636,957,1231,970,33,351,1448,331,1448,1448,170,1448,1448,572,1448,727,33,120,702,1043,1373,1035,33,444,1448,437,1448,1448,326,1448,1448,551,1448,1053,33,169,718,1095,1297,1087,33,482,1448,558,1448,1448,83,1448,1448,660,1448,1160,33,189,800,1052,1371,1218,33,597,1448,704,1448,1448,269,1448,1448,864,1448,1257,33,200,829,1077,1448,27,1241,33,567,1448,549,1448,1448,39,1448,1448,1000,1448,1034,33,192,743,900,1448,83,1175,33,646,1448,510,1448,1448,393,1448,1448,1235,1448,1059,33,210,786,1091,1448,102,1121,33,627,1448,212,1448,1448,154,1448,1448,1419,1448,1049,33,261,663,1077,1448,148,1079,33,506,1448,292,1448,1448,648,1448,1448,1448,605,1448,1234,33,216,586,1027,1448,340,1022,33,581,1448,278,
17 500 1448,1448,358,1448,1448,1448,1132,1448,1378,33,224,700,1017,1448,625,1103,33,561,1448,351,1448,1448,814,1448,1448,1448,1448,235,1448,1448,134,33,247,722,1275,1448,891,1235,33,628,1448,243,1448,1448,1309,1448,1448,1448,1448,708,1448,1448,153,33,263,608,1221,1448,1042,1243,33,639,1448,270,1448,1448,1401,1448,1448,1448,1448,1284,1448,1448,109,33,297,656,1406,1448,1340,1131,33,656,1448,228,1448,1448,1448,812,1448,1448,1448,1448,1448,136,1448,1448,70,33,284,582,1448,241,1448,1438,1257,33,583,1448,175,1448,1448,1448,627,1448,1448,1448,1448,951,1448,1448,47,33,344,592,1448,462,1448,1448,46,1299,33,646,1448,398,1448,1448,1448,928,1448,1448,1448,1448,1320,1448,1385,33,248,623,1448,424,1448,1170,1231,33,677,1448,456,1448,1448,1448,1448,199,1448,1448,1448,1448,1448,113,1448,1199,33,252,702,1448,818,1448,1448,114,1224,33,670,1448,579,1448,1448,1448,1448,245,1448,1448,1448,1448,1307,1448,954,33,236,680,1448,640,1448,1278,1168,33,681,1448,702,1448,1448,1448,1448,417,1448,1448,1448,1448,1276,1448,956,33,244,791,1448,997,1448,1034,1063,33,585,1448,1148,1448,1448,1448,1448,1109,1448,1448,1448,1448,1448,118,1448,1103,33,245,859,1448,964,1448,1003,1023,33,627,1448,1357,1448,1448,1448,1448,1318,1448,1448,1448,1448,1448,200,1448,937,33,229,1068,1448,1282,1448,1343,1000,33,207,1448,35,1448,1448,982,1448,1448,1335,1310,33,1448,434,1448,1448,1448,1448,1448,170,1448,1448,1448,1448,1448,1448,1448,1448,1171,1448,1448,1448,1448,1448,1448,1448,1448,1448,360,1448,1448,1448,686,33,385,1448,1240,1448,1448,1448,1448,743,1448,1448,1448,1448,1341,1448,669,33,173,999,1448,1073,1448,1010,656,33,1448,288,1448,1448,1129,1448,1448,1448,665,1448,1448,1448,1448,1448,1448,669,1448,1448,435,33,251,1448,46,1448,1448,817,1448,1448,923,1051,33,367,1202,1448,1067,1448,1448,623,992,33,201,467,847,871,152,33,150,782,1448,235,1448,709,339,33,86,261,657,900,169,33,241,937,1448,752,1448,908,334,33,50,179,729,818,99,33,338,983,1448,938,1448,1354,743,33,48,108,941,983,102,33,411,788,1448,659,1448,1157,911,33,57,120,751,839,159,33,387,809,1448,598,1448,1433,1125,33,50,184,790,909,323,33,418,950,1448,611,1448,1152,1173,33,71,316,711,700,284,33,458,1057,1448,702,1448,1104,1147,33,48,330,761,648,236,33,401,1196,1448,444,1448,1175,990,33,44,
18 500 299,694,735,289,33,362,1089,1448,334,1448,1242,1065,33,49,277,708,889,198,33,332,1082,1448,125,1448,1153,940,33,135,372,741,988,245,33,639,1327,1448,223,1448,1448,613,1294,33,75,355,594,1133,208,33,466,1281,1448,409,1448,1448,265,1042,33,88,423,829,1273,201,33,494,1448,119,1448,352,1448,1448,379,972,33,92,542,972,954,204,33,861,1448,610,1448,513,1448,1448,1053,1331,33,155,736,600,849,139,33,885,1343,1448,335,1448,1448,152,875,33,209,339,723,831,98,33,641,1420,1448,404,1448,1448,345,1046,33,219,336,912,951,86,33,576,1373,1448,456,1448,1448,135,852,33,134,449,886,870,77,33,459,1448,66,1448,834,1448,1448,98,720,33,131,442,986,648,43,33,296,1433,1448,568,1448,598,522,33,114,589,1001,558,57,33,276,1448,344,1448,880,1448,530,660,33,65,615,861,338,39,33,355,1448,235,1448,431,1448,696,892,33,78,569,684,413,63,33,348,1274,1448,70,1448,210,777,33,122,449,547,321,73,33,499,1385,1448,470,1448,863,872,33,129,410,527,263,38,33,981,1448,1448,1448,680,1448,1448,1448,1448,1448,1448,1167,1448,1448,1448,1448,1448,586,1448,327,33,283,600,733,647,226,33,254,1448,772,1448,1448,1448,1439,1448,1448,1448,1448,1448,718,1448,285,33,182,1047,1444,1448,1176,1238,33,324,1448,634,1448,1448,1448,1448,254,1448,1448,1448,1448,1448,1291,1448,549,33,302,1008,1448,104,1448,1200,1386,33,547,1448,778,1448,1448,1448,1448,241,1448,1448,1448,1448,1448,1448,738,1448,1069,33,71,636,1448,124,1448,1432,1448,102,33,378,1448,545,1448,1448,1448,1448,225,1448,1448,1448,1448,1448,1448,388,1448,1448,845,33,82,675,1445,1448,1448,310,1448,377,33,296,1448,631,1448,1448,1448,1448,188,1448,1448,1448,1448,1448,1448,504,1448,1448,572,33,76,790,1448,91,1448,1448,432,1448,902,33,293,1448,619,1448,1448,1448,1448,275,1448,1448,1448,1448,1448,1448,613,1448,1448,132,33,67,651,1448,59,1448,1448,321,1448,316,33,223,1448,514,1448,1448,1448,1448,231,1448,1448,1448,1448,1448,1448,1148,1448,1422,33,73,738,1448,48,1448,1448,577,1448,103,33,194,1448,143,1448,1448,1448,1097,1448,1448,1448,1448,1448,1448,185,1448,1448,502,33,56,735,1242,1448,1448,468,1448,124,33,255,1448,249,1448,1448,1448,822,1448,1448,1448,1448,1448,1396,1448,1448,866,33,172,833,1201,1448,1448,360,1448,690,33,464,1448,230,
19 500 1448,1448,1448,1373,1448,1448,1448,1448,1448,1448,43,1448,1448,440,33,208,698,1237,1448,1448,535,1448,662,33,536,1448,318,1448,1448,1448,1116,1448,1448,1448,1448,1448,1448,105,1448,1448,1264,33,447,903,1266,1448,1448,538,1448,730,33,567,1448,176,1448,1448,1448,973,1448,1448,1448,1448,1448,495,1448,1448,1448,337,33,417,835,1308,1448,1448,261,1448,1121,33,646,1448,1059,1448,1448,1448,1448,619,1448,1448,1448,1448,1448,1448,82,1448,1448,1440,33,386,821,1396,1448,1448,191,1448,1159,33,621,1448,252,1448,1448,1448,473,1448,1448,1448,1448,1242,1448,1448,79,33,399,1071,1213,1448,1047,1448,652,33,482,1448,519,1448,1448,1448,915,1448,1448,1448,1448,1448,719,1448,1083,33,375,820,1243,1448,1278,1448,74,33,463,1448,198,1448,1448,1448,1215,1448,1448,1448,1448,1448,1351,1448,1448,251,33,289,854,1255,1448,1448,31,1448,223,33,351,1448,532,1448,1448,1448,1396,1448,1448,1448,1448,1448,1163,1448,1448,689,33,323,1003,1433,1448,1251,1448,674,33,324,1448,264,1448,1448,1448,1438,1448,1448,1448,1448,1448,566,1448,1448,1152,33,155,862,1448,293,1448,1154,1448,525,33,459,1448,281,1448,1448,1448,1448,933,1448,1448,1448,1448,1448,1122,1448,1448,1448,474,33,245,730,1448,662,1448,1448,37,1448,1225,33,745,1448,1107,1448,1448,1448,1448,1448,431,1448,1448,1448,1448,1448,1448,294,1448,1448,457,33,362,737,1448,694,1448,1448,377,1448,734,33,477,1342,1448,1448,1448,1208,1448,1448,1448,1448,1448,807,1448,1440,33,173,337,1282,1448,1146,1448,470,33,501,1306,1448,1448,1448,1200,1448,1448,1448,1448,1448,989,1448,1448,108,33,336,559,1296,1448,1120,1448,356,33,530,1448,166,1448,1448,1448,1384,1448,1448,1448,1448,1448,897,1448,1448,361,33,181,378,1224,1448,919,1448,106,33,537,1373,1448,1448,1448,63,1448,1448,1448,1310,1448,1276,33,50,137,345,276,75,33,1448,1448,70,1448,1448,1448,1448,1448,1448,171,1448,1448,1448,1448,1448,730,1448,1448,1448,1448,108,1448,983,33,587,1448,238,1189,1102,554,33,1402,1448,1448,1056,1448,1448,401,1448,1154,1063,33,324,1046,746,758,343,33,1144,1448,1448,458,1448,1448,211,1448,1029,905,33,433,1243,977,916,289,33,1053,1448,1432,1448,1125,1448,617,698,33,357,923,698,706,218,33,1448,60,1448,1448,198,1448,1446,1448,584,747,33,498,1038,831,621,210,33,1295,1448,1448,153,1448,1400,1448,554,872,33,533,924,799,631,238,33,1429,1448,1448,209,1448,1372,
20 500 1448,635,896,33,633,996,836,627,327,33,1448,133,1448,1448,309,1448,1448,99,1448,502,951,33,679,1123,860,607,272,33,1448,217,1448,1448,266,1448,1448,359,1448,496,876,33,742,994,977,640,331,33,1380,1448,1448,18,1448,1374,1448,401,889,33,635,1059,955,595,311,33,1448,153,1448,1448,58,1448,1448,196,1448,467,935,33,786,996,886,565,377,33,1448,30,1448,1397,1448,1390,1448,455,1009,33,600,1022,688,594,448,33,1448,46,1448,1371,1448,1355,1448,663,901,33,605,883,724,617,363,33,1448,110,1448,1448,65,1448,1339,1448,531,858,33,626,984,759,604,314,33,1448,144,1448,1352,1448,1442,1448,569,962,33,689,1112,852,579,336,33,1448,58,1448,1448,29,1448,1298,1448,405,902,33,651,1172,962,619,317,33,1448,98,1448,1448,145,1448,1345,1448,721,900,33,547,1020,874,657,381,33,1448,16,1448,1448,130,1448,1266,1448,603,1000,33,583,1065,832,666,350,33,1448,149,1448,1448,287,1448,1402,1448,759,985,33,690,1060,779,661,351,33,1401,1448,1448,120,1448,1197,1448,836,977,33,611,1022,791,748,340,33,1281,1448,1448,18,1448,1329,1448,977,999,33,595,941,724,737,341,33,1240,1448,1448,86,1448,1435,1448,978,980,33,589,1055,935,795,344,33,1255,1448,1448,119,1448,1419,1448,940,920,33,519,1053,812,835,313,33,644,1345,1253,1151,466,33,1448,1448,563,1448,1448,1448,1448,1448,1448,1247,1448,1448,1448,1448,1448,1448,1448,119,1448,1448,1448,1448,1448,1448,153,1448,1448,140,33,1443,1448,1448,1448,1448,553,1448,1448,1448,1448,1448,1448,1448,1448,966,1448,1448,1448,1448,1448,816,1389,33,585,1265,1022,1021,406,33,595,1448,612,1448,1448,1448,259,1448,1448,1109,919,33,156,429,1274,1448,227,378,33,549,1448,541,1448,1448,1448,520,1448,1448,875,887,33,124,337,1180,1448,160,404,33,493,1448,379,1448,1448,1448,439,1448,1448,895,839,33,129,314,1126,1448,107,462,33,457,1448,357,1448,1448,1448,395,1448,1448,686,843,33,123,347,1235,1448,82,322,33,437,1448,465,1448,1448,1448,351,1448,1448,686,782,33,121,314,1290,1448,85,394,33,454,1448,503,1448,1448,1448,394,1448,1448,710,764,33,110,369,1422,1448,24,377,33,479,1448,454,1448,1448,1448,545,1448,1448,627,767,33,112,482,1366,1424,363,33,510,1448,633,1448,1448,1448,303,1448,1448,670,787,33,148,435,1398,1430,372,33,447,1448,525,1448,1448,1448,137,1448,1448,
21 500 648,788,33,137,383,1057,1308,371,33,497,1448,292,1448,1448,1448,238,1448,1448,610,829,33,117,348,1209,1275,380,33,420,1448,606,1448,1448,1448,135,1448,1448,313,924,33,143,345,1282,1188,382,33,473,1448,480,1448,1448,1434,1448,1448,373,855,33,177,369,1203,1173,390,33,773,1448,1309,1448,1448,1448,1371,1448,1448,980,1027,33,149,468,1287,1141,402,33,611,1448,829,1448,1448,1448,666,1448,1448,750,963,33,173,441,1340,1422,445,33,584,1448,1066,1448,1448,1448,864,1448,1448,780,898,33,135,552,1409,1447,507,33,638,1448,716,1448,1448,1448,472,1448,1448,741,773,33,127,471,1402,1309,342,33,447,1448,521,1448,1448,1188,1448,1448,194,565,33,147,446,1131,1093,304,33,661,1448,1200,1448,1448,1448,1062,1448,1448,1018,617,33,181,631,1448,187,1448,57,300,33,628,1448,1156,1448,1448,1448,1087,1448,1448,893,624,33,138,661,1448,116,1394,342,33,553,1448,853,1448,1448,1448,939,1448,1448,714,566,33,116,439,1383,1263,233,33,558,1448,828,1448,1448,1448,956,1448,1448,743,548,33,128,527,1387,1279,257,33,604,1448,815,1448,1448,1448,1158,1448,1448,555,543,33,134,587,1448,90,1226,197,33,450,1448,304,1448,1448,1416,1448,1448,33,422,33,89,424,1269,1025,150,33,413,1448,397,1448,1448,1448,174,1448,1448,410,406,33,92,403,1299,1144,165,33,1448,657,1448,1448,1448,1448,1448,1448,1448,1448,646,1448,1448,1448,1448,1448,1448,1448,1448,1448,48,1448,1448,1448,1448,1448,1448,1448,1448,1448,20,1448,1448,1005,33,147,654,1448,755,1448,217,154,33,865,1448,879,1448,985,1448,1448,1169,1448,445,33,271,432,612,1439,853,33,767,1448,697,1448,983,1448,1448,1264,1448,439,33,304,456,586,1399,802,33,828,1448,855,1448,1092,1448,1448,1407,1448,534,33,303,428,605,1394,883,33,870,1448,947,1448,1272,1448,1448,1448,1448,606,33,361,642,593,1448,58,897,33,773,1448,1178,1448,1116,1448,1448,1448,196,1448,746,33,310,537,551,1448,14,950,33,761,1448,959,1448,1269,1448,1448,1448,112,1448,627,33,367,531,638,1448,165,969,33,768,1448,1115,1448,1275,1448,1448,1448,287,1448,809,33,360,572,603,1448,178,960,33,847,1448,1432,1448,1395,1448,1448,1448,575,1448,874,33,413,699,563,1448,203,896,33,795,1448,1234,1448,1160,1448,1448,1448,366,1448,905,33,386,642,550,1448,237,989,33,805,1448,1448,60,1448,1385,1448,1448,1448,710,1448,934,33,
